age,income,loan_amount,loan_approved,education,gender,credit_score,employment_status
31.0,76041.15,9182.21,Yes,Masters,Male,802.0,Self-Employed
42.0,44625.64,12393.58,Yes,Bachelors,Male,737.0,Employed
42.0,59093.45,17538.53,Yes,Bachelors,Male,823.0,Self-Employed
39.0,84861.27,10174.73,Yes,Masters,Female,728.0,Self-Employed
40.0,33547.69,11422.36,Yes,Bachelors,Female,642.0,Employed
36.0,41772.82,25949.83,No,Bachelors,Male,708.0,Employed
48.0,62546.9,16283.51,Yes,High School,Male,720.0,Employed
45.0,88534.31,16692.0,Yes,PhD,Male,802.0,Employed
28.0,65665.04,11869.04,Yes,Bachelors,Male,632.0,Employed
28.0,79218.65,20211.0,No,Bachelors,Male,675.0,Self-Employed
35.0,70096.3,21024.82,No,Masters,Male,731.0,Employed
,67182.96,11975.15,Yes,Bachelors,Male,736.0,Employed
39.0,56924.27,20343.34,Yes,High School,Female,783.0,Employed
32.0,86796.51,21699.07,Yes,Bachelors,Male,622.0,Employed
41.0,44914.64,4655.05,Yes,Masters,Male,684.0,Employed
,65326.86,19298.29,No,High School,Male,762.0,Employed
47.0,92922.59,11179.03,No,Masters,Male,717.0,Self-Employed
41.0,54715.08,21627.6,Yes,Bachelors,Male,755.0,Unemployed
35.0,38873.25,10996.94,No,PhD,Male,,Self-Employed
40.0,27663.45,18034.9,Yes,Masters,Male,772.0,Employed
51.0,83325.49,6202.41,Yes,Masters,Male,687.0,Employed
32.0,84672.31,20577.67,Yes,PhD,Female,707.0,Employed
42.0,63115.4,15367.35,Yes,High School,Female,717.0,Unemployed
37.0,44579.43,21456.54,No,High School,Male,684.0,Unemployed
42.0,67078.06,11417.44,Yes,Masters,Female,726.0,Self-Employed
31.0,93561.89,16066.1,Yes,Masters,Male,698.0,Employed
39.0,44614.06,22595.38,No,Bachelors,Male,736.0,Unemployed
49.0,91163.49,14871.21,Yes,High School,Female,733.0,Employed
29.0,36095.42,17148.29,Yes,Bachelors,Female,683.0,Employed
25.0,47260.33,18496.66,No,Masters,Male,747.0,Employed
25.0,72185.54,7239.74,No,High School,Male,732.0,Employed
26.0,88953.05,12394.51,No,Masters,Female,691.0,Unemployed
44.0,99432.85,20689.39,Yes,Bachelors,Male,764.0,Unemployed
24.0,89835.13,4761.87,Yes,PhD,Male,726.0,Unemployed
35.0,101045.3,20590.39,Yes,Masters,Female,774.0,Employed
44.0,73641.21,12056.41,Yes,Bachelors,Female,791.0,Employed
42.0,57568.24,25276.36,No,Bachelors,Female,665.0,Employed
34.0,93681.73,17184.38,Yes,Bachelors,Male,804.0,Employed
40.0,97270.08,10997.36,No,Masters,Male,748.0,Self-Employed
39.0,88616.46,19897.33,Yes,Bachelors,Female,736.0,Employed
36.0,82251.21,22166.16,Yes,Masters,Female,686.0,Self-Employed
36.0,97839.43,18020.95,Yes,Masters,Male,737.0,Employed
,76839.42,12770.42,Yes,Bachelors,Male,,Employed
46.0,69589.38,22191.39,Yes,PhD,Female,665.0,Self-Employed
63.0,84510.43,10355.44,Yes,Masters,Male,627.0,Employed
33.0,79551.59,20357.66,No,Masters,Male,713.0,Employed
37.0,87705.82,2958.37,No,High School,Female,788.0,Employed
25.0,67361.27,15588.18,Yes,High School,Female,733.0,Employed
30.0,88185.01,12209.05,No,Bachelors,Female,750.0,Employed
57.0,87152.33,8138.1,Yes,High School,Female,708.0,Employed
33.0,74266.99,21524.43,No,Masters,Female,721.0,Self-Employed
57.0,54993.97,4263.8,Yes,Masters,Female,630.0,Employed
26.0,94812.49,21919.08,Yes,Bachelors,Male,773.0,Self-Employed
27.0,45806.85,7336.13,No,Masters,Female,746.0,Employed
35.0,50845.88,20266.77,Yes,Masters,Female,759.0,Employed
37.0,73360.46,11103.41,Yes,Bachelors,Male,737.0,Self-Employed
47.0,19842.01,5231.43,Yes,Masters,Female,697.0,Self-Employed
,100859.19,12735.9,No,High School,Female,746.0,Employed
34.0,70293.84,17819.27,Yes,Masters,Female,705.0,Unemployed
37.0,100789.66,10508.17,Yes,Masters,Male,716.0,Employed
35.0,106080.67,16301.22,Yes,Bachelors,Male,777.0,Employed
29.0,66903.37,18448.97,Yes,High School,Female,770.0,Self-Employed
29.0,96975.02,22465.16,Yes,Bachelors,Female,696.0,Unemployed
48.0,48797.77,15316.26,Yes,Masters,Female,739.0,Employed
20.0,78665.94,20828.71,Yes,Bachelors,Female,774.0,Employed
54.0,60532.21,19246.38,Yes,Masters,Female,646.0,Employed
35.0,83929.72,14538.17,No,Masters,Female,726.0,Employed
30.0,87651.47,20735.63,No,Bachelors,Female,726.0,Employed
45.0,66801.84,19470.3,Yes,Bachelors,Female,636.0,Employed
53.0,80896.43,14169.51,Yes,High School,Male,672.0,Employed
49.0,88894.13,18567.32,Yes,Masters,Male,659.0,Unemployed
43.0,73756.4,16358.54,Yes,Bachelors,Female,714.0,Employed
49.0,120780.81,17740.31,No,Bachelors,Male,731.0,Self-Employed
21.0,67257.23,24413.7,Yes,High School,Female,649.0,Employed
33.0,103117.13,10978.71,Yes,PhD,Female,684.0,Employed
29.0,92907.83,16273.49,Yes,PhD,Male,710.0,Employed
50.0,32802.09,15153.04,Yes,Masters,Female,812.0,Self-Employed
34.0,99859.47,18941.18,Yes,Bachelors,Male,692.0,Unemployed
46.0,91478.9,12740.55,Yes,Masters,Male,717.0,Self-Employed
,72282.92,12167.91,Yes,PhD,Male,736.0,Employed
29.0,77377.47,14678.27,Yes,Bachelors,Female,807.0,Employed
32.0,79855.82,17375.23,No,High School,Male,728.0,Employed
51.0,97506.17,12714.48,Yes,Bachelors,Female,809.0,Employed
30.0,61738.47,1727.21,Yes,PhD,Female,644.0,Employed
39.0,101720.05,10239.25,Yes,High School,Male,756.0,Self-Employed
30.0,48318.83,22072.38,Yes,Bachelors,Female,680.0,Employed
35.0,34797.33,22734.63,No,Bachelors,Female,708.0,Unemployed
38.0,81869.72,12518.65,Yes,Bachelors,Male,698.0,Self-Employed
30.0,95180.52,23987.38,Yes,Masters,Female,666.0,Employed
28.0,66408.33,13367.11,Yes,Bachelors,Male,775.0,Unemployed
41.0,24715.63,7325.15,Yes,Masters,Female,670.0,Self-Employed
30.0,40181.19,13469.71,Yes,Masters,Male,687.0,Self-Employed
30.0,78725.68,18627.02,No,Bachelors,Female,708.0,Employed
29.0,69798.9,12173.49,Yes,Masters,Male,686.0,Employed
37.0,95685.61,18016.76,Yes,Bachelors,Male,735.0,Employed
47.0,71458.49,,No,Bachelors,Female,626.0,Employed
53.0,55188.23,13567.87,Yes,Bachelors,Female,675.0,Employed
31.0,76181.62,18881.68,Yes,Masters,Female,682.0,Employed
60.0,90312.24,21145.63,Yes,Masters,Male,677.0,Self-Employed
28.0,,15908.75,Yes,Masters,Female,789.0,Self-Employed
49.0,67779.81,17948.54,No,Bachelors,Female,698.0,Employed
31.0,71348.48,7717.71,Yes,Masters,Female,696.0,Employed
29.0,85585.44,21957.6,Yes,Masters,Male,,Self-Employed
31.0,55027.83,12335.02,Yes,Masters,Male,771.0,Employed
37.0,84735.47,10691.5,Yes,High School,Male,688.0,Employed
44.0,65359.19,19433.8,Yes,Bachelors,Male,733.0,Employed
45.0,68488.49,13081.02,No,PhD,Male,656.0,Employed
29.0,70053.53,11528.81,Yes,High School,Male,736.0,Employed
28.0,72591.8,13531.98,Yes,Masters,Female,718.0,Unemployed
29.0,108275.68,8919.8,No,High School,Female,667.0,Unemployed
37.0,60620.37,11475.92,No,Bachelors,Female,634.0,Employed
36.0,61650.12,20111.48,Yes,Bachelors,Male,780.0,Employed
28.0,98934.75,20828.8,No,Masters,Female,766.0,Employed
41.0,78893.82,15327.15,Yes,High School,Male,746.0,Employed
61.0,85351.11,11602.74,Yes,Masters,Male,785.0,Employed
33.0,49394.99,17069.08,Yes,Masters,Female,747.0,Employed
34.0,74928.68,5518.18,Yes,Bachelors,Female,673.0,Self-Employed
44.0,86207.51,20854.96,Yes,Masters,Female,730.0,Employed
32.0,56512.61,14651.8,Yes,Masters,Male,796.0,Employed
45.0,,,Yes,High School,Female,693.0,Employed
31.0,65912.05,22435.64,Yes,Masters,Female,705.0,Employed
56.0,57091.58,,Yes,Masters,Female,739.0,Employed
41.0,90263.83,12868.93,Yes,Bachelors,Male,796.0,Unemployed
32.0,92758.26,25248.04,Yes,Bachelors,Female,,Employed
32.0,72574.58,12373.08,No,Masters,Female,677.0,Employed
33.0,79014.09,18743.31,Yes,Bachelors,Female,725.0,Employed
52.0,96491.78,18466.4,Yes,Masters,Male,,Employed
25.0,62090.26,10762.6,No,Masters,Male,753.0,Self-Employed
31.0,76971.63,14301.66,Yes,Bachelors,Female,651.0,Employed
,62273.13,13739.86,Yes,Bachelors,Male,653.0,Employed
38.0,49630.84,6166.4,Yes,PhD,Female,715.0,Unemployed
35.0,62107.04,5179.81,Yes,Bachelors,Female,719.0,Self-Employed
23.0,47501.13,4121.07,Yes,Bachelors,Female,678.0,Self-Employed
34.0,78511.12,12751.02,Yes,Masters,Female,724.0,Employed
37.0,54556.4,10033.58,No,PhD,Female,721.0,Self-Employed
32.0,42058.93,10341.48,No,Masters,Male,812.0,Self-Employed
45.0,84854.14,12896.29,Yes,Masters,Female,700.0,Employed
47.0,83553.46,15018.37,Yes,High School,Female,662.0,Self-Employed
37.0,63394.7,13436.48,Yes,High School,Female,793.0,Unemployed
40.0,84064.03,11476.48,Yes,Masters,Female,692.0,Employed
16.0,,24654.73,No,Masters,Male,741.0,Employed
34.0,62553.67,13994.54,Yes,PhD,Female,776.0,Employed
48.0,78146.6,19991.89,No,PhD,Male,804.0,Employed
34.0,90676.04,8817.31,No,Bachelors,Female,728.0,Unemployed
31.0,62351.21,21675.96,No,Bachelors,Male,662.0,Employed
61.0,58081.8,12257.64,Yes,Bachelors,Female,741.0,Self-Employed
56.0,89650.14,29007.87,Yes,Masters,Female,714.0,Employed
43.0,82253.73,8440.78,Yes,High School,Male,667.0,Employed
49.0,1400598.056378007,9664.76,Yes,High School,Male,768.0,Employed
16.0,93622.38,14056.36,Yes,Bachelors,Male,763.0,Employed
30.0,108940.11,13225.78,No,Bachelors,Male,788.0,Employed
33.0,77318.34,9136.79,Yes,Bachelors,Female,731.0,Unemployed
36.0,58202.56,22369.7,Yes,Bachelors,Female,637.0,Employed
33.0,79946.18,21843.88,No,Masters,Female,814.0,Self-Employed
12.0,53601.32,13297.99,No,Bachelors,Male,650.0,Employed
42.0,94843.26,20048.19,Yes,Masters,Male,675.0,Employed
43.0,55967.01,22110.84,Yes,Bachelors,Female,694.0,Employed
54.0,66137.19,14951.92,Yes,Bachelors,Male,750.0,Self-Employed
30.0,53246.47,11651.52,Yes,Masters,Male,705.0,Employed
29.0,73643.47,21409.17,Yes,High School,Male,751.0,Employed
11.0,74349.09,20630.6,Yes,Bachelors,Male,664.0,Employed
35.0,84852.92,8733.51,No,Masters,Female,708.0,Employed
47.0,72392.84,22080.25,Yes,PhD,Male,765.0,Employed
32.0,70925.34,9899.4,Yes,Masters,Female,776.0,Employed
59.0,58522.4,16895.3,Yes,Masters,Male,760.0,Employed
35.0,64273.05,10919.71,Yes,PhD,Female,743.0,Employed
39.0,42141.74,15820.42,Yes,PhD,Male,687.0,Employed
24.0,97874.02,15578.2,No,High School,Female,680.0,Employed
41.0,68113.96,26160.73,Yes,Bachelors,Female,758.0,Self-Employed
18.0,102813.93,6890.59,No,Bachelors,Female,724.0,Unemployed
45.0,67579.42,11147.15,Yes,High School,Female,676.0,Employed
45.0,31957.51,12673.01,Yes,Masters,Male,764.0,Employed
52.0,60992.12,16644.37,No,Masters,Female,691.0,Employed
28.0,69947.88,13440.02,Yes,Masters,Female,790.0,Self-Employed
40.0,71307.01,4010.16,Yes,PhD,Female,696.0,Employed
44.0,83536.74,18684.99,Yes,High School,Male,687.0,Employed
42.0,73477.61,21673.94,No,High School,Male,691.0,Employed
29.0,63260.07,17163.01,Yes,High School,Female,705.0,Employed
14.0,51700.21,12717.75,Yes,PhD,Female,751.0,Employed
41.0,61872.63,16023.44,No,High School,Female,713.0,Employed
36.0,82090.52,8915.54,Yes,Bachelors,Female,801.0,Employed
32.0,87168.25,20305.88,No,High School,Male,716.0,Unemployed
46.0,56522.86,17487.52,No,Masters,Male,668.0,Employed
38.0,90139.93,12332.69,No,High School,Male,731.0,Employed
25.0,81381.28,15410.04,Yes,PhD,Male,821.0,Employed
19.0,52258.32,20156.71,Yes,High School,Female,719.0,Employed
27.0,74934.1,20822.37,Yes,High School,Male,633.0,Employed
62.0,77395.34,14628.38,Yes,High School,Female,677.0,Employed
45.0,48711.14,25732.69,Yes,Bachelors,Male,736.0,Employed
40.0,42827.25,21840.27,Yes,Bachelors,Female,626.0,Self-Employed
36.0,79476.38,17639.55,Yes,Masters,Female,801.0,Employed
36.0,60914.48,13022.71,No,High School,Male,700.0,Self-Employed
50.0,100242.03,13174.45,Yes,Bachelors,Female,575.0,Employed
33.0,104421.33,16002.84,No,Bachelors,Male,843.0,Employed
44.0,79439.79,14448.46,Yes,Masters,Male,794.0,Employed
35.0,,23501.9,No,Masters,Male,690.0,Employed
57.0,49522.93,10314.86,Yes,High School,Female,,Employed
45.0,43362.07,17528.54,No,PhD,Female,715.0,Unemployed
50.0,67171.71,4990.94,Yes,Bachelors,Female,,Unemployed
32.0,44268.79,16885.79,No,Bachelors,Female,721.0,Employed
49.0,76152.75,19359.54,Yes,Masters,Male,649.0,Employed
35.0,54326.47,22201.82,No,Bachelors,Female,785.0,Self-Employed
39.0,73809.12,12042.72,Yes,Masters,Male,745.0,Employed
54.0,66537.96,11439.91,Yes,High School,Male,650.0,Employed
28.0,82747.05,20116.65,No,Bachelors,Male,685.0,Self-Employed
40.0,76526.78,20974.93,Yes,PhD,Male,711.0,Employed
42.0,61921.54,,Yes,Bachelors,Female,712.0,Unemployed
43.0,42632.29,5202.54,Yes,High School,Male,,Employed
33.0,73250.21,9706.07,No,Masters,Male,775.0,Self-Employed
59.0,35150.47,14537.58,Yes,High School,Male,739.0,Employed
25.0,94922.14,7909.95,Yes,Bachelors,Female,774.0,Employed
53.0,80578.68,18643.64,Yes,Masters,Male,743.0,Employed
50.0,86855.49,11136.69,Yes,Masters,Female,669.0,Self-Employed
57.0,50610.32,14638.21,No,Bachelors,Female,722.0,Self-Employed
22.0,77121.62,20473.81,No,Masters,Male,694.0,Self-Employed
29.0,56667.94,16838.19,No,Bachelors,Male,778.0,Employed
53.0,72981.39,24721.87,Yes,Bachelors,Female,686.0,Employed
19.0,50031.28,21988.81,Yes,Masters,Male,737.0,Employed
22.0,68331.16,9805.56,Yes,Masters,Male,,Self-Employed
33.0,42429.39,17964.58,Yes,Bachelors,Male,639.0,Employed
40.0,66799.39,15764.54,Yes,Bachelors,Male,724.0,Employed
54.0,37112.37,20935.84,Yes,Bachelors,Male,735.0,Employed
36.0,104942.27,17616.82,Yes,Masters,Female,771.0,Employed
32.0,73208.1,12501.25,Yes,Bachelors,Male,756.0,Employed
41.0,70113.6,,Yes,Masters,Male,659.0,Unemployed
43.0,83521.14,13154.9,Yes,Masters,Male,719.0,Employed
42.0,44013.86,11768.56,Yes,Masters,Male,667.0,Employed
36.0,54384.98,14443.32,Yes,Masters,Female,679.0,Employed
18.0,80621.2,16243.87,Yes,High School,Male,735.0,Self-Employed
29.0,73229.09,21501.2,Yes,Bachelors,Male,746.0,Employed
52.0,55607.0,12516.71,Yes,Bachelors,Male,641.0,Unemployed
40.0,82960.91,5416.63,No,Masters,Female,736.0,Employed
35.0,76054.63,14014.75,Yes,Bachelors,Female,735.0,Unemployed
49.0,80111.15,16281.83,No,Masters,Male,664.0,Employed
27.0,77794.77,15911.87,No,Bachelors,Male,713.0,Employed
36.0,56371.94,13731.37,Yes,Masters,Male,667.0,Employed
39.0,68483.05,19748.06,Yes,Bachelors,Male,628.0,Employed
34.0,32858.88,16561.66,Yes,Masters,Female,772.0,Employed
39.0,,18015.06,Yes,PhD,Female,765.0,Self-Employed
36.0,65093.13,5815.2,Yes,Bachelors,Male,711.0,Employed
24.0,82535.07,14131.74,Yes,Bachelors,Male,742.0,Employed
,80243.02,,Yes,High School,Female,664.0,Self-Employed
25.0,54958.36,23419.6,Yes,Masters,Male,763.0,Self-Employed
40.0,54515.88,14468.94,No,High School,Female,729.0,Employed
52.0,96139.49,11699.25,No,High School,Female,658.0,Employed
35.0,64121.83,11405.68,Yes,High School,Female,,Self-Employed
26.0,72285.0,19896.17,Yes,Bachelors,Male,739.0,Employed
37.0,85704.97,12097.7,No,Masters,Female,695.0,Employed
30.0,68409.97,10735.3,Yes,High School,Male,644.0,Employed
44.0,66966.8,19583.59,Yes,Bachelors,Female,696.0,Self-Employed
37.0,63693.36,16959.73,Yes,Bachelors,Female,777.0,Employed
55.0,59818.54,13819.32,No,Bachelors,Female,755.0,Employed
50.0,72858.05,8361.97,Yes,Masters,Female,736.0,Employed
36.0,33550.73,17771.3,Yes,High School,Male,685.0,Employed
45.0,62777.67,19134.66,Yes,High School,Male,691.0,Employed
34.0,80805.02,10233.61,No,Bachelors,Female,675.0,Employed
38.0,78473.58,16824.13,Yes,Masters,Male,729.0,Self-Employed
34.0,98221.29,14496.55,Yes,Bachelors,Male,731.0,Self-Employed
46.0,86748.35,10579.68,No,High School,Male,777.0,Employed
52.0,78165.15,,Yes,High School,Male,645.0,Employed
46.0,70573.26,14764.66,Yes,Bachelors,Male,709.0,Employed
47.0,60869.34,8408.27,Yes,Masters,Male,687.0,Unemployed
47.0,80065.37,17854.11,Yes,Masters,Male,722.0,Self-Employed
44.0,76469.79,11448.3,Yes,Masters,Female,753.0,Self-Employed
27.0,62514.36,11647.57,Yes,Bachelors,Female,686.0,Employed
55.0,52658.17,17527.9,Yes,Bachelors,Male,756.0,Employed
56.0,68938.04,12736.3,Yes,Bachelors,Female,749.0,Self-Employed
36.0,93120.14,13922.49,No,Bachelors,Male,704.0,Self-Employed
34.0,72204.15,14472.21,Yes,Masters,Male,767.0,Employed
44.0,70567.95,11124.25,Yes,Bachelors,Male,744.0,Self-Employed
44.0,78463.34,12410.21,Yes,High School,Male,686.0,Unemployed
36.0,79626.41,14911.45,Yes,Masters,Male,682.0,Employed
25.0,,14922.62,No,Bachelors,Male,763.0,Employed
41.0,69158.39,17635.16,Yes,Masters,Male,693.0,Employed
44.0,59836.36,17856.41,No,High School,Male,753.0,Employed
45.0,90097.13,21093.35,Yes,PhD,Female,665.0,Self-Employed
41.0,61460.77,7468.13,Yes,PhD,Male,770.0,Employed
35.0,,19564.73,Yes,Masters,Male,641.0,Employed
48.0,73087.17,13297.3,Yes,Bachelors,Male,641.0,Self-Employed
39.0,71053.82,18291.36,Yes,Masters,Female,,Employed
33.0,85199.57,16697.11,Yes,PhD,Male,783.0,Employed
36.0,56936.28,12113.88,Yes,High School,Male,773.0,Unemployed
21.0,81477.34,22600.51,No,Bachelors,Female,754.0,Employed
36.0,72305.17,18806.05,Yes,Masters,Female,747.0,Unemployed
45.0,78217.63,17103.57,Yes,Bachelors,Male,684.0,Self-Employed
41.0,56328.11,25950.47,Yes,PhD,Male,646.0,Employed
53.0,56140.59,10128.66,Yes,Masters,Female,786.0,Self-Employed
35.0,33349.65,15125.4,No,Bachelors,Male,777.0,Employed
43.0,60854.93,17810.62,Yes,Masters,Female,671.0,Self-Employed
46.0,59805.87,9664.92,No,High School,Female,730.0,Unemployed
61.0,56652.59,11680.17,Yes,High School,Male,710.0,Employed
39.0,67690.77,19983.44,Yes,Bachelors,Male,669.0,Self-Employed
28.0,71285.31,12518.04,Yes,Masters,Female,649.0,Self-Employed
46.0,79994.83,19359.43,No,Bachelors,Female,734.0,Self-Employed
57.0,81315.79,11852.03,Yes,PhD,Male,712.0,Employed
35.0,83009.57,25100.43,Yes,Bachelors,Female,697.0,Employed
46.0,83845.99,3286.79,Yes,Bachelors,Female,715.0,Employed
50.0,75506.26,20043.16,Yes,Masters,Male,716.0,Employed
48.0,71104.54,16254.46,No,High School,Female,736.0,Employed
39.0,88582.07,7346.67,No,PhD,Male,781.0,Employed
31.0,83865.72,,Yes,Bachelors,Male,767.0,Self-Employed
37.0,40360.68,5367.43,No,Masters,Female,760.0,Employed
43.0,66544.24,16761.67,Yes,PhD,Male,697.0,Employed
47.0,33931.99,12015.65,No,Masters,Male,685.0,Employed
41.0,33540.82,5250.99,No,Masters,Male,686.0,Employed
34.0,59822.5,15828.37,Yes,Bachelors,Male,764.0,Self-Employed
44.0,67440.14,15724.16,Yes,Bachelors,Female,758.0,Employed
47.0,61516.45,25534.58,No,Bachelors,Female,635.0,Self-Employed
,34478.2,19140.02,Yes,Masters,Male,770.0,Employed
30.0,85501.92,3062.55,Yes,Masters,Female,733.0,Employed
36.0,55861.15,12358.22,Yes,Bachelors,Female,721.0,Employed
,79787.52,20523.61,Yes,Bachelors,Female,775.0,Employed
24.0,56411.25,6866.15,Yes,Masters,Female,734.0,Employed
17.0,60047.35,11142.17,Yes,Bachelors,Male,676.0,Employed
53.0,78673.68,15009.05,No,Masters,Male,682.0,Employed
43.0,63017.06,12359.8,Yes,Bachelors,Female,731.0,Employed
,73410.15,22955.93,Yes,Bachelors,Male,729.0,Employed
27.0,75546.45,15915.72,Yes,Masters,Male,751.0,Employed
45.0,41457.4,15166.56,Yes,Bachelors,Female,835.0,Employed
41.0,79555.77,10416.36,Yes,Masters,Male,783.0,Employed
22.0,51247.71,9487.84,Yes,Bachelors,Male,675.0,Employed
52.0,47778.74,15520.11,Yes,Masters,Male,723.0,Employed
40.0,55467.96,14599.03,Yes,High School,Male,705.0,Self-Employed
34.0,86289.76,8914.44,Yes,Bachelors,Female,733.0,Employed
34.0,37992.61,16170.16,No,High School,Male,670.0,Unemployed
18.0,83019.96,15286.92,Yes,High School,Female,648.0,Self-Employed
44.0,76791.06,13458.82,Yes,Bachelors,Female,653.0,Self-Employed
41.0,71486.67,20962.52,Yes,Bachelors,Male,596.0,Employed
36.0,74933.53,14938.2,Yes,High School,Female,683.0,Employed
51.0,64197.93,13809.79,Yes,Masters,Male,826.0,Employed
24.0,83645.75,20655.85,Yes,High School,Female,697.0,Unemployed
32.0,61468.79,14245.39,Yes,Bachelors,Female,735.0,Employed
29.0,37502.81,12992.58,No,High School,Male,665.0,Employed
35.0,68455.56,9149.39,Yes,Bachelors,Female,680.0,Unemployed
39.0,86027.13,15303.18,Yes,PhD,Male,670.0,Employed
42.0,79840.77,19662.18,No,Bachelors,Male,689.0,Employed
35.0,106288.04,12915.19,No,Bachelors,Female,719.0,Employed
29.0,64936.24,8353.45,Yes,Bachelors,Female,775.0,Employed
55.0,66784.96,20054.66,Yes,High School,Male,788.0,Employed
62.0,65333.81,20251.43,No,Bachelors,Male,,Employed
39.0,54473.78,17924.77,Yes,Bachelors,Female,757.0,Employed
30.0,60537.07,15480.53,Yes,High School,Female,701.0,Unemployed
53.0,49222.3,17100.52,Yes,High School,Male,824.0,Employed
24.0,24122.43,7249.26,Yes,Masters,Female,682.0,Employed
35.0,58395.54,12089.25,No,Bachelors,Female,717.0,Self-Employed
31.0,70469.77,18377.92,No,PhD,Male,700.0,Employed
26.0,82614.42,16691.63,Yes,Bachelors,Male,770.0,Self-Employed
35.0,58486.89,19512.74,Yes,Bachelors,Female,698.0,Self-Employed
29.0,58718.88,22669.26,No,PhD,Male,728.0,Self-Employed
38.0,90612.39,8824.32,Yes,Masters,Female,767.0,Employed
38.0,43376.53,17417.86,No,Masters,Male,667.0,Unemployed
32.0,66734.54,13708.15,Yes,Masters,Male,750.0,Employed
34.0,89145.09,12767.63,Yes,Masters,Male,737.0,Self-Employed
36.0,55831.74,27359.26,Yes,High School,Male,679.0,Employed
46.0,39329.29,7148.8,Yes,High School,Female,692.0,Employed
37.0,104136.99,14090.19,Yes,Bachelors,Male,714.0,Employed
46.0,85985.91,13818.65,No,Masters,Female,731.0,Self-Employed
44.0,86607.37,15238.35,No,Bachelors,Female,792.0,Employed
44.0,68213.81,5137.94,Yes,Bachelors,Male,810.0,Employed
52.0,82812.54,10094.44,No,High School,Male,683.0,Employed
27.0,20192.22,15244.22,Yes,Bachelors,Male,848.0,Employed
33.0,61254.12,8023.42,Yes,Masters,Male,697.0,Employed
56.0,88951.4,19767.27,No,Masters,Female,812.0,Employed
35.0,42081.91,17898.11,No,Masters,Female,792.0,Employed
10.0,63330.94,7063.91,Yes,Masters,Female,670.0,Employed
36.0,76393.24,13848.22,Yes,PhD,Female,650.0,Employed
39.0,54314.46,16877.61,Yes,High School,Male,726.0,Unemployed
12.0,70147.5,8121.15,No,Bachelors,Male,765.0,Unemployed
51.0,77713.7,7112.71,Yes,High School,Female,721.0,Employed
31.0,76039.45,10212.26,No,Bachelors,Male,722.0,Employed
41.0,61985.14,28437.36,Yes,High School,Male,742.0,Self-Employed
36.0,53418.94,20471.69,Yes,Bachelors,Female,642.0,Self-Employed
25.0,77923.02,11957.03,Yes,Bachelors,Female,726.0,Employed
27.0,76783.05,8344.51,Yes,Masters,Male,680.0,Unemployed
29.0,75800.54,10873.4,Yes,High School,Male,702.0,Employed
49.0,72289.91,22611.76,No,PhD,Female,656.0,Employed
37.0,76802.91,25168.83,No,Bachelors,Female,654.0,Employed
33.0,87539.32,10940.63,No,PhD,Male,736.0,Self-Employed
29.0,76199.05,16555.45,Yes,Masters,Male,713.0,Unemployed
50.0,71954.56,13688.8,No,Masters,Female,802.0,Employed
53.0,59462.79,21351.59,Yes,Bachelors,Female,701.0,Employed
50.0,97717.56,9530.31,Yes,Masters,Female,757.0,Self-Employed
43.0,47539.31,19894.98,No,Bachelors,Male,779.0,Employed
41.0,65944.2,8299.3,Yes,PhD,Female,729.0,Employed
26.0,59818.53,19738.78,No,Bachelors,Male,732.0,Employed
36.0,33457.94,10746.35,Yes,High School,Male,781.0,Employed
31.0,77076.26,13427.76,Yes,Masters,Female,787.0,Employed
20.0,65934.76,11772.88,Yes,High School,Male,,Employed
49.0,70637.52,24805.68,Yes,High School,Male,790.0,Self-Employed
31.0,66423.48,19969.96,Yes,Bachelors,Male,730.0,Employed
50.0,85065.53,12943.24,Yes,PhD,Female,666.0,Unemployed
47.0,87629.31,10876.24,No,High School,Female,736.0,Unemployed
44.0,47974.69,21568.0,Yes,PhD,Male,687.0,Employed
44.0,105306.76,-1991.64,Yes,Bachelors,Female,783.0,Employed
32.0,65196.5,17395.89,Yes,High School,Male,707.0,Employed
57.0,81751.61,10203.56,Yes,Masters,Female,765.0,Employed
38.0,73606.29,26270.81,Yes,Masters,Male,680.0,Unemployed
41.0,72114.27,28653.54,Yes,High School,Female,668.0,Unemployed
32.0,81136.71,15153.45,Yes,Masters,Male,709.0,Employed
29.0,96366.35,13172.77,Yes,Bachelors,Male,654.0,Employed
43.0,85541.14,15340.03,Yes,Masters,Male,759.0,Self-Employed
40.0,65133.08,11891.93,Yes,Bachelors,Female,781.0,Employed
30.0,68315.02,11027.83,No,Bachelors,Female,749.0,Employed
24.0,58730.13,16172.84,No,Bachelors,Female,790.0,Self-Employed
25.0,84303.83,18118.76,Yes,Masters,Female,755.0,Employed
50.0,81798.04,15666.37,No,Bachelors,Male,699.0,Employed
32.0,63157.65,16450.52,Yes,Bachelors,Female,726.0,Unemployed
35.0,96530.19,11837.22,No,Bachelors,Male,726.0,Unemployed
53.0,91476.02,10330.91,Yes,Bachelors,Male,779.0,Employed
27.0,106470.12,10282.17,Yes,Bachelors,Female,724.0,Employed
31.0,54203.46,18859.75,Yes,Bachelors,Male,666.0,Employed
30.0,67996.19,15398.08,Yes,Bachelors,Female,653.0,Self-Employed
54.0,66069.82,16007.63,Yes,Masters,Male,711.0,Self-Employed
58.0,122074.24,16706.67,Yes,Bachelors,Male,723.0,Employed
46.0,70196.85,14710.91,No,Bachelors,Female,653.0,Self-Employed
